Слово                  Абс. частота  Отн. частота, %
ног                               1           0.0452
тяжелые                           1           0.0452
сопутствующие                     1           0.0452
ожидаемая                         1           0.0452
продолжительность                 1           0.0452
менее                             1           0.0452
года                              1           0.0452
принимаемой                       1           0.0452
без                               1           0.0452
частности                         1           0.0452
будут                             1           0.0452
подписание                        1           0.0452
гиперчувствительность             1           0.0452
препарату                         1           0.0452
любому                            1           0.0452
вспомогательных                   1           0.0452
веществ                           1           0.0452
принимали                         1           0.0452
медицинские                       1           0.0452
окончание                         1           0.0452
лабораторная                      1           0.0452
месяц                             1           0.0452
апостериорного                    1           0.0452
блюдения                          1           0.0452
непереносимостью                  1           0.0452
